"","ID","LambAugWeight","LambHindLeg","LambHornLen","LambBolCirc","Sex","PopDensBirth","MumAge","Twin","CapJDate"
"3879",1996,16,NA,NA,NA,1,331,7,1,232
"3972",8052,12.2,NA,NA,NA,1,331,7,1,231
"4545",2240,11.6,152,NA,NA,1,414,11,1,227
"4201",3773,14,162,NA,NA,1,457,6,1,236
"4590",9428,12.6,155,NA,NA,1,414,9,1,232
"4591",9551,13.2,159,NA,NA,1,414,9,1,232
"5040",11345,11.2,156,NA,NA,1,443,10,1,229
"4244",12317,10.2,144,NA,NA,1,211,6,1,227
"4305",7338,11.2,161,NA,NA,1,211,6,1,226
"4481",9744,14,166,NA,NA,1,290,7,1,226
"4586",4008,13.2,156,NA,NA,1,414,8,1,232
"4571",14186,14.7,167,NA,NA,1,414,8,1,228
"4573",379,12.8,160,NA,NA,1,414,7,1,227
"5007",11425,11.5,158,NA,NA,1,443,9,1,224
"4493",4413,13.1,159,NA,NA,1,290,6,1,226
"4500",8725,12.4,153,NA,NA,1,290,6,1,226
"5012",11417,12.7,160,NA,NA,1,443,9,1,228
"5013",9443,12.7,162,NA,NA,1,443,9,1,228
"4447",6737,14.4,165,NA,NA,1,290,5,1,228
"4395",7638,14.6,159,NA,NA,1,290,4,1,226
"4595",8526,12.8,161,NA,NA,1,414,4,1,228
"4608",7667,14.2,170,NA,NA,1,414,4,1,228
"4632",1487,13.9,166,NA,NA,1,414,4,1,230
"5214",6873,15,164,NA,NA,1,435,7,1,230
"4565",7850,13.2,160,NA,NA,1,414,4,1,228
"5001",1845,10.8,152,NA,NA,1,443,5,1,228
"4809",10864,7.4,135,NA,NA,1,321,4,1,225
"5073",6965,12.3,160,NA,NA,1,443,5,1,229
"5205",1638,9.3,140,NA,NA,1,435,6,1,230
"5385",9185,8.5,143,NA,NA,1,357,7,1,227
"5609",2067,11.9,160,NA,NA,1,575,8,1,227
"4575",6373,12.4,164,NA,NA,1,414,2,1,228
"4740",6199,10.6,145,NA,NA,1,321,3,1,227
"4811",10168,11,148,NA,NA,1,321,3,1,225
"4920",13856,12.6,152,NA,NA,1,443,4,1,227
"5241",9056,14.7,164,NA,NA,1,435,5,1,230
"5835",13224,11.5,154,NA,NA,1,542,8,1,223
"5834",4087,11.7,162,NA,NA,1,542,8,1,223
"4981",10051,11.2,150,NA,NA,1,443,4,1,224
"6369",5745,7.9,137,NA,NA,1,325,9,1,221
"5351",393,10.1,147,NA,NA,1,357,5,1,229
"5508",13439,10.9,145,NA,NA,1,575,6,1,227
"4917",12318,11.9,164,NA,NA,1,443,3,1,227
"5153",613,13.7,165,NA,NA,1,435,4,1,230
"5374",2853,9.8,148,NA,NA,1,357,5,1,232
"5377",13471,12.2,157,NA,NA,1,357,4,1,227
"5358",172,10.6,152,NA,NA,1,357,4,1,230
"5624",3360,9.4,153,NA,NA,1,575,4,1,228
"5601",10,12,157,NA,NA,1,575,4,1,227
"6514",14322,11.8,153,NA,NA,1,461,8,1,220
"7514",10839,12.1,158,NA,NA,1,494,10,1,224
"7515",3197,12.3,160,NA,NA,1,494,10,1,224
"6040",13827,9.6,149,NA,NA,1,591,5,1,223
"6041",14135,9.7,153,NA,NA,1,591,5,1,223
"5575",10086,11.1,162,NA,NA,1,575,3,1,228
"5576",4101,11.2,159,NA,NA,1,575,3,1,228
"6044",2744,12.2,158,NA,NA,1,591,5,1,223
"5848",2447,10.5,148,NA,NA,1,542,4,1,227
"6441",12548,8.8,139,NA,NA,1,461,7,1,220
"7554",12846,10.7,147,NA,NA,1,494,9,1,227
"7517",13271,10.85,156,NA,NA,1,494,8,1,227
"7518",3427,11.65,156,NA,NA,1,494,8,1,227
"6689",10886,12.2,160,NA,NA,1,651,6,1,213
"6710",1631,10.6,155,NA,NA,1,651,6,1,219
"7181",14179,10.4,147,NA,NA,1,335,7,1,229
"7238",13060,10.2,149,NA,NA,1,335,7,1,224
"6572",9691,13.2,167,NA,NA,1,461,5,1,220
"7599",12946,12.55,163,NA,NA,1,494,8,1,224
"6780",3640,12.8,147,NA,NA,1,651,4,1,232
"7191",868,11.2,145,NA,NA,1,335,5,1,229
"8907",8065,9.5,151,NA,NA,1,567,8,1,218
"8729",10699,10.9,153,NA,NA,1,447,7,1,225
"9727",2450,11.7,143,NA,NA,1,672,10,1,221
"8988",2990,9.5,146,NA,NA,1,567,8,1,219
"7871",7862,13.15,163,NA,NA,1,671,4,1,227
"8963",5835,9.1,155,NA,NA,1,567,7,1,218
"8964",11375,10.6,186,NA,NA,1,567,7,1,218
"8608",11676,11.4,152,NA,NA,1,447,5,1,221
"8626",5188,12.2,157,NA,NA,1,447,4,1,221
"9524",12377,9.3,149,NA,NA,1,672,7,1,221
"8716",9741,9.3,142,NA,NA,1,447,4,1,221
"8921",10412,11.7,165,NA,NA,1,567,5,1,219
"8914",12580,10,141,NA,NA,1,567,3,1,225
"8954",10020,10.4,146,NA,NA,1,567,3,1,219
"4820",12952,14.8,166,NA,NA,1,321,13,0,225
"4012",9166,16.5,NA,NA,NA,1,331,8,0,231
"4533",4886,15.7,169,NA,NA,1,414,12,0,227
"4013",8950,19.5,NA,NA,NA,1,331,8,0,232
"4435",3704,16.4,167,NA,NA,1,290,10,0,228
"4734",3586,11.1,148,NA,NA,1,321,12,0,225
"4021",10049,14.5,NA,NA,NA,1,331,6,0,231
"4555",1452,14,168,NA,NA,1,414,10,0,228
"4207",4666,17.9,175,NA,NA,1,457,6,0,236
"4689",2283,16.8,172,NA,NA,1,414,9,0,227
"4016",8328,17.4,NA,NA,NA,1,331,4,0,231
"4307",11954,17.2,168,NA,NA,1,211,6,0,231
"5186",7708,14.1,164,NA,NA,1,435,11,0,230
"4470",3808,16.5,170,NA,NA,1,290,7,0,226
"4025",8610,15.5,NA,NA,NA,1,331,4,0,231
"4647",1136,16,165,NA,NA,1,414,8,0,227
"4754",3254,12.6,170,NA,NA,1,321,9,0,225
"4448",7557,14.2,162,NA,NA,1,290,7,0,228
"4203",3668,18.4,175,NA,NA,1,457,5,0,242
"4356",1028,15.7,150,NA,NA,1,290,6,0,226
"4613",12372,12.3,164,NA,NA,1,414,7,0,228
"4584",12659,15,164,NA,NA,1,414,7,0,228
"4975",7730,15.7,173,NA,NA,1,443,9,0,227
"5156",10526,11.8,151,NA,NA,1,435,10,0,223
"4022",9806,17.1,NA,NA,NA,1,331,3,0,231
"4622",14239,17.6,181,NA,NA,1,414,7,0,232
"4775",13261,15.4,165,NA,NA,1,321,8,0,225
"4208",807,17.2,162,NA,NA,1,457,3,0,236
"3922",6570,10,NA,NA,NA,1,331,1,0,231
"5381",6980,12.1,159,NA,NA,1,357,9,0,231
"4454",5709,16.6,176,NA,NA,1,290,4,0,228
"4385",6925,14,168,NA,NA,1,290,4,0,228
"4761",7049,14.9,166,NA,NA,1,321,6,0,224
"4499",4000,15.8,168,NA,NA,1,290,3,0,226
"5123",13701,13.6,165,NA,NA,1,435,7,0,228
"4503",6885,17.1,169,NA,NA,1,290,3,0,226
"4760",6820,15.9,172,NA,NA,1,321,5,0,225
"4483",10374,14.6,168,NA,NA,1,290,3,0,226
"5599",10527,14.7,172,NA,NA,1,575,9,0,230
"5163",10336,13.8,167,NA,NA,1,435,7,0,228
"4813",10670,12.3,158,NA,NA,1,321,4,0,224
"5329",10857,12.2,161,NA,NA,1,357,7,0,232
"5988",13831,12.3,158,NA,NA,1,591,10,0,226
"6367",5275,10.2,150,NA,NA,1,325,11,0,223
"4821",12023,13.1,162,NA,NA,1,321,4,0,225
"4748",6109,11.6,153,NA,NA,1,321,4,0,225
"5369",3027,13.3,157,NA,NA,1,357,7,0,227
"4785",4831,12.8,161,NA,NA,1,321,4,0,224
"4457",1354,12.7,159,NA,NA,1,290,1,0,226
"4688",8227,15.1,166,NA,NA,1,414,2,0,228
"4566",4391,11.2,155,NA,NA,1,414,2,0,228
"4476",13997,13.5,156,NA,NA,1,290,1,0,226
"5359",2690,15,167,NA,NA,1,357,6,0,227
"4540",10552,13.8,158,NA,NA,1,414,2,0,231
"4961",6367,15.8,168,NA,NA,1,443,4,0,227
"4780",13438,11.4,154,NA,NA,1,321,3,0,224
"4987",14262,13.2,160,NA,NA,1,443,4,0,228
"5989",661,12.3,156,NA,NA,1,591,9,0,224
"4999",1821,16.6,168,NA,NA,1,443,4,0,228
"5354",11202,13.1,159,NA,NA,1,357,6,0,231
"4580",9347,14.9,175,NA,NA,1,414,2,0,227
"5335",14080,13.5,155,NA,NA,1,357,6,0,227
"6016",659,13.7,172,NA,NA,1,591,9,0,223
"5338",9375,12.8,158,NA,NA,1,357,5,0,231
"4901",11652,15.4,164,NA,NA,1,443,3,0,229
"5836",13626,14.5,161,NA,NA,1,542,7,0,223
"6035",860,11.7,151,NA,NA,1,591,8,0,226
"5020",3107,14.7,177,NA,NA,1,443,3,0,228
"5236",96,12.7,153,NA,NA,1,435,4,0,234
"5870",11268,12.2,156,NA,NA,1,542,7,0,223
"4724",3912,12.2,160,NA,NA,1,321,2,0,225
"5311",316,14.4,163,NA,NA,1,357,5,0,229
"5307",11493,9.9,150,NA,NA,1,357,5,0,232
"4968",5388,11.9,164,NA,NA,1,443,3,0,224
"5131",5916,14.1,157,NA,NA,1,435,4,0,234
"5896",1229,13,160,NA,NA,1,542,7,0,223
"4969",8730,15,162,NA,NA,1,443,3,0,224
"5055",12396,14.5,164,NA,NA,1,443,3,0,224
"4948",4422,13.6,161,NA,NA,1,443,3,0,224
"4921",12477,16.6,166,NA,NA,1,443,3,0,228
"4918",7982,15,171,NA,NA,1,443,3,0,228
"5308",9584,11.2,151,NA,NA,1,357,5,0,231
"5630",3153,15,173,NA,NA,1,575,6,0,227
"5578",12831,15.9,168,NA,NA,1,575,6,0,227
"4634",12944,12,146,NA,NA,1,414,1,0,230
"4725",11251,12.1,158,NA,NA,1,321,2,0,224
"5185",3540,13.3,157,NA,NA,1,435,4,0,232
"5600",5221,14.5,163,NA,NA,1,575,6,0,227
"7602",3518,13.75,169,NA,NA,1,494,13,0,224
"5312",443,15,166,NA,NA,1,357,5,0,232
"7353",11309,13,159,NA,NA,1,651,11,0,225
"6018",287,12.9,161,NA,NA,1,591,7,0,223
"5168",12337,12.7,161,NA,NA,1,435,3,0,230
"5749",2913,13.7,161,NA,NA,1,542,6,0,223
"5036",2269,12.2,161,NA,NA,1,443,2,0,228
"5793",1701,11.9,156,NA,NA,1,542,6,0,227
"4943",12635,13.9,162,NA,NA,1,443,2,0,229
"6050",14224,13,160,NA,NA,1,591,7,0,224
"5323",5,14.9,164,NA,NA,1,357,4,0,232
"6261",6002,14.2,161,NA,NA,1,325,8,0,229
"6070",8696,12.6,167,NA,NA,1,591,7,0,223
"5238",2767,13.4,149,NA,NA,1,435,3,0,228
"5571",588,11.9,173,NA,NA,1,575,5,0,227
"6011",11339,13.7,168,NA,NA,1,591,7,0,223
"6696",13638,13.4,160,NA,NA,1,651,9,0,219
"7537",1192,12.05,154,NA,NA,1,494,11,0,224
"6757",13615,13.2,167,NA,NA,1,651,9,0,222
"5579",14046,13.1,169,NA,NA,1,575,4,0,228
"6552",5798,17.7,177,NA,NA,1,461,8,0,222
"5800",8832,11.8,152,NA,NA,1,542,5,0,223
"5400",3571,14.8,168,NA,NA,1,357,3,0,227
"6052",4758,13.7,166,NA,NA,1,591,6,0,226
"7795",11877,12.65,152,NA,NA,1,671,12,0,232
"5657",7963,14.2,169,NA,NA,1,575,4,0,228
"5406",13525,11.2,148,NA,NA,1,357,3,0,227
"5865",10126,14.5,170,NA,NA,1,542,5,0,223
"6692",7259,15.9,170,NA,NA,1,651,9,0,214
"5573",7388,13.9,172,NA,NA,1,575,4,0,227
"6076",10135,11.3,156,NA,NA,1,591,6,0,223
"5877",4941,12.4,160,NA,NA,1,542,5,0,223
"7614",7860,13.1,166,NA,NA,1,494,11,0,230
"6349",14311,13,158,NA,NA,1,325,7,0,225
"6017",107,13.1,161,NA,NA,1,591,6,0,223
"5581",1417,13.6,160,NA,NA,1,575,4,0,227
"6566",4549,15,167,NA,NA,1,461,7,0,220
"6742",217,14.6,168,NA,NA,1,651,8,0,222
"6098",11631,12.9,158,NA,NA,1,591,5,0,224
"6331",14063,10.6,154,NA,NA,1,325,6,0,223
"5537",12227,13.7,165,NA,NA,1,575,3,0,226
"5331",14313,12.6,158,NA,NA,1,357,2,0,231
"5534",13378,16.3,157,NA,NA,1,575,3,0,230
"5333",2535,9.8,151,NA,NA,1,357,2,0,231
"5812",46,12.4,167,NA,NA,1,542,4,0,223
"5398",4278,11.1,151,NA,NA,1,357,2,0,232
"5587",6781,14.1,160,NA,NA,1,575,3,0,231
"5580",3413,12.9,157,NA,NA,1,575,3,0,227
"5661",9922,14.3,166,NA,NA,1,575,3,0,226
"6053",5724,13.4,147,NA,NA,1,591,5,0,226
"6776",886,15.3,159,NA,NA,1,651,8,0,225
"7695",13265,12.05,155,NA,NA,1,494,10,0,230
"6340",8648,10.3,153,NA,NA,1,325,6,0,225
"6132",5882,14.5,169,NA,NA,1,591,5,0,226
"6344",13454,12.5,155,NA,NA,1,325,6,0,225
"5582",13928,12.3,166,NA,NA,1,575,3,0,228
"6082",3369,12.4,163,NA,NA,1,591,5,0,228
"6320",13175,13.8,165,NA,NA,1,325,6,0,225
"6170",1839,15.3,168,NA,NA,1,591,5,0,223
"5593",5509,14,167,NA,NA,1,575,3,0,227
"6775",10888,14.5,165,NA,NA,1,651,7,0,225
"5894",10002,14.5,169,NA,NA,1,542,3,0,227
"7161",10132,10.8,150,NA,NA,1,335,8,0,229
"5769",6886,14.9,162,NA,NA,1,542,3,0,229
"6172",4060,12.5,158,NA,NA,1,591,3,0,223
"6266",11225,13.1,160,NA,NA,1,325,4,0,229
"7149",7519,11,148,NA,NA,1,335,7,0,229
"6470",9417,12.2,163,NA,NA,1,461,5,0,222
"6139",2540,14,157,NA,NA,1,591,3,0,224
"6555",5455,14.2,165,NA,NA,1,461,5,0,222
"6022",154,13.8,163,NA,NA,1,591,3,0,226
"8162",13079,12.6,151,NA,NA,1,405,10,0,223
"5772",3382,15.4,166,NA,NA,1,542,2,0,227
"6335",7111,8.6,147,NA,NA,1,325,4,0,221
"5770",3125,10.7,148,NA,NA,1,542,2,0,223
"5554",5067,11.4,148,NA,NA,1,575,1,0,231
"6334",7724,15.6,168,NA,NA,1,325,4,0,229
"6306",5220,13.4,157,NA,NA,1,325,4,0,229
"6713",1859,14.7,168,NA,NA,1,651,6,0,219
"6059",8357,13.5,160,NA,NA,1,591,3,0,224
"6733",12627,12.4,161,NA,NA,1,651,6,0,221
"6161",4482,12.3,156,NA,NA,1,591,3,0,223
"6348",12326,11.2,156,NA,NA,1,325,4,0,221
"7893",2872,14.45,168,NA,NA,1,671,9,0,224
"6278",14056,14.1,166,NA,NA,1,325,4,0,229
"6364",9743,13.5,164,NA,NA,1,325,4,0,221
"6352",2066,13.7,161,NA,NA,1,325,4,0,229
"8195",13512,13.9,162,NA,NA,1,405,9,0,223
"6701",5554,12.4,162,NA,NA,1,651,5,0,219
"6263",2305,14.8,162,NA,NA,1,325,3,0,223
"7842",8586,12.7,167,NA,NA,1,671,8,0,224
"6781",14005,16.5,166,NA,NA,1,651,5,0,235
"6028",4480,11.5,152,NA,NA,1,591,2,0,226
"7581",9521,14.7,168,NA,NA,1,494,7,0,224
"8181",5742,11.9,165,NA,NA,1,405,9,0,223
"8059",9247,13.8,167,NA,NA,1,671,8,0,232
"6269",8598,12.6,152,NA,NA,1,325,3,0,229
"8515",8396,13.3,160,NA,NA,1,467,10,0,228
"7591",13850,14.25,167,NA,NA,1,494,7,0,224
"6159",11724,11.8,158,NA,NA,1,591,2,0,223
"6274",8025,13.3,159,NA,NA,1,325,3,0,223
"6347",12877,13.3,162,NA,NA,1,325,3,0,226
"7172",10690,15.400001,167,NA,NA,1,335,6,0,227
"7183",13505,13.2,162,NA,NA,1,335,6,0,224
"7674",4020,14.25,161,NA,NA,1,494,6,0,230
"7773",5238,16,168,NA,NA,1,671,7,0,230
"8844",13891,11.8,151,NA,NA,1,567,11,0,218
"8868",3034,11.7,158,NA,NA,1,567,11,0,218
"7200",583,10.4,152,NA,NA,1,335,5,0,224
"6351",5223,12.2,160,NA,NA,1,325,2,0,221
"6486",1493,15,165,NA,NA,1,461,3,0,225
"7215",4956,9.2,151,NA,NA,1,335,5,0,224
"7613",7500,12.95,162,NA,NA,1,494,6,0,227
"8037",3435,15.2,170,NA,NA,1,671,7,0,232
"7510",8257,16.25,174,NA,NA,1,494,5,0,230
"7700",14076,14,156,NA,NA,1,494,5,0,230
"6489",10698,10.8,156,NA,NA,1,461,2,0,222
"6473",6838,14.2,164,NA,NA,1,461,2,0,220
"7689",35,14.75,168,NA,NA,1,494,5,0,227
"8058",6085,13.6,165,NA,NA,1,671,6,0,230
"6690",5886,12.8,164,NA,NA,1,651,3,0,213
"7208",14147,9.4,143,NA,NA,1,335,4,0,224
"7542",5361,14.15,165,NA,NA,1,494,5,0,224
"7889",8401,10.65,151,NA,NA,1,671,6,0,227
"8204",53,8.6,148,NA,NA,1,405,7,0,223
"8024",9164,13.6,167,NA,NA,1,671,5,0,230
"8116",13752,14.6,167,NA,NA,1,405,6,0,231
"6579",2624,10.4,148,NA,NA,1,461,1,0,225
"7501",10882,14.7,163,NA,NA,1,494,4,0,230
"7594",10657,14.8,168,NA,NA,1,494,4,0,224
"6685",4628,12.1,156,NA,NA,1,651,2,0,219
"6732",11050,13.2,167,NA,NA,1,651,2,0,221
"7849",2233,14.6,162,NA,NA,1,671,5,0,230
"6703",7934,13.9,163,NA,NA,1,651,2,0,219
"7619",11883,15.75,175,NA,NA,1,494,4,0,227
"8036",3265,13.4,162,NA,NA,1,671,8,0,230
"7633",8527,12.55,163,NA,NA,1,494,3,0,227
"9007",3399,12.3,162,NA,NA,1,567,8,0,218
"7817",12853,13.75,162,NA,NA,1,671,4,0,224
"8881",3794,14.6,174,NA,NA,1,567,8,0,218
"7948",9799,14.05,169,NA,NA,1,671,4,0,224
"7596",1480,13.45,170,NA,NA,1,494,3,0,224
"8220",14160,9.35,148,NA,NA,1,405,5,0,223
"9222",10331,11.2,158,NA,NA,1,617,9,0,229
"7195",11004,12.599999,152,NA,NA,1,335,2,0,224
"8947",9148,13.4,159,NA,NA,1,567,8,0,218
"9210",6647,13.7,165,NA,NA,1,617,9,0,223
"7553",93,10.25,150,NA,NA,1,494,3,0,227
"9152",4672,12.2,159,NA,NA,1,617,9,0,223
"7675",3950,15.2,169,NA,NA,1,494,3,0,227
"7550",12519,13.65,161,NA,NA,1,494,3,0,227
"7931",4734,13.8,164,NA,NA,1,671,4,0,232
"8151",12365,14.9,158,NA,NA,1,405,5,0,231
"8984",7611,14.6,169,NA,NA,1,567,8,0,218
"7626",4733,13.35,166,NA,NA,1,494,3,0,224
"8704",4712,13.1,165,NA,NA,1,447,7,0,221
"7522",13835,16.6,174,NA,NA,1,494,3,0,227
"8196",3453,13.4,158,NA,NA,1,405,4,0,223
"7577",6344,9.55,148,NA,NA,1,494,1,0,226
"8227",1360,13.2,144,NA,NA,1,405,3,0,223
"8946",13738,12.4,156,NA,NA,1,567,6,0,219
"9197",11633,15.2,168,NA,NA,1,617,7,0,224
"7625",12731,10.95,151,NA,NA,1,494,1,0,224
"8376",4527,13.1,158,NA,NA,1,467,4,0,220
"8746",13088,12.8,167,NA,NA,1,447,5,0,221
"8909",2496,14.7,169,NA,NA,1,567,6,0,225
"7556",13376,12.75,153,NA,NA,1,494,1,0,230
"8665",195,13.2,165,NA,NA,1,447,5,0,221
"7595",135,11.9,157,NA,NA,1,494,1,0,224
"9488",9022,10.4,155,NA,NA,1,672,8,0,228
"9133",4952,12.5,162,NA,NA,1,617,7,0,223
"8391",4153,10.55,152,NA,NA,1,467,4,0,223
"9198",3756,11.3,161,NA,NA,1,617,7,0,229
"8609",8849,14.4,163,NA,NA,1,447,5,0,225
"9120",10772,12.4,157,NA,NA,1,617,7,0,229
"7667",11011,12.45,148,NA,NA,1,494,2,0,227
"7499",6958,12.55,166,NA,NA,1,494,2,0,227
"8231",13918,12.4,162,NA,NA,1,405,4,0,223
"8751",12797,14.1,163,NA,NA,1,447,6,0,225
"9125",4487,13.2,167,NA,NA,1,617,6,0,229
"8449",5589,13.8,168,NA,NA,1,467,3,0,224
"8693",3886,11.8,167,NA,NA,1,447,4,0,221
"8667",8166,12.7,158,NA,NA,1,447,4,0,225
"8408",10303,13.4,162,NA,NA,1,467,3,0,223
"9130",13661,14.7,171,NA,NA,1,617,6,0,229
"8613",13259,13.5,168,NA,NA,1,447,4,0,225
"8680",8923,11.7,153,NA,NA,1,447,4,0,225
"8738",2579,13.3,163,NA,NA,1,447,4,0,225
"8944",9075,13.9,170,NA,NA,1,567,5,0,219
"8473",13056,11.25,154,NA,NA,1,467,3,0,220
"8986",11830,12.9,161,NA,NA,1,567,5,0,218
"9552",5764,12,164,NA,NA,1,672,7,0,221
"8698",12133,14,161,NA,NA,1,447,4,0,221
"8989",4928,12.9,164,NA,NA,1,567,5,0,218
"8991",5986,11.9,165,NA,NA,1,567,5,0,218
"8996",14196,14.8,170,NA,NA,1,567,5,0,225
"8703",6471,13.8,169,NA,NA,1,447,4,0,221
"8927",4211,15.4,168,NA,NA,1,567,5,0,219
"9217",1743,15.7,170,NA,NA,1,617,6,0,223
"8712",3489,12.8,164,NA,NA,1,447,4,0,225
"8203",10650,9.4,145,NA,NA,1,405,2,0,223
"8472",9079,11,155,NA,NA,1,467,3,0,220
"8739",10363,11.7,165,NA,NA,1,447,4,0,221
"8893",10037,13,173,NA,NA,1,567,5,0,218
"9586",11827,9.7,158,NA,NA,1,672,7,0,221
"9279",12823,14.1,167,NA,NA,1,617,6,0,223
"8945",489,13.4,171,NA,NA,1,567,5,0,219
"8202",13939,12.9,162,NA,NA,1,405,2,0,223
"8975",12002,15.6,172,NA,NA,1,567,5,0,219
"8782",13470,11.4,152,NA,NA,1,447,4,0,227
"8882",10916,11.9,156,NA,NA,1,567,5,0,222
"8646",3090,12.4,155,NA,NA,1,447,4,0,221
"8892",3662,13,161,NA,NA,1,567,5,0,225
"8713",9262,12.9,153,NA,NA,1,447,4,0,225
"9257",5642,11.8,157,NA,NA,1,617,6,0,229
"8734",7973,14,162,NA,NA,1,447,4,0,225
"8900",1405,12.6,164,NA,NA,1,567,5,0,222
"8948",14129,13.8,165,NA,NA,1,567,5,0,222
"8687",8785,14.5,162,NA,NA,1,447,4,0,225
"8629",2626,15.1,163,NA,NA,1,447,4,0,221
"8933",11370,14.5,162,NA,NA,1,567,5,0,218
"9546",5932,14,160,NA,NA,1,672,7,0,223
"10229",2242,15.1,164,NA,NA,1,649,6,0,226
"9494",11728,14,173,NA,NA,1,672,5,0,223
"8735",7109,12.2,157,NA,NA,1,447,2,0,225
"9486",1306,14.5,166,NA,NA,1,672,5,0,221
"8965",6505,13.6,160,NA,NA,1,567,3,0,218
"9539",13064,10.5,151,NA,NA,1,672,5,0,221
"9206",11612,14.6,157,NA,NA,1,617,4,0,224
"10268",2507,12.7,156,NA,NA,1,649,6,0,222
"9525",6281,11.7,158,NA,NA,1,672,5,0,221
"9158",5552,13.9,156,NA,NA,1,617,3,0,229
"9534",7780,12.5,154,NA,NA,1,672,4,0,228
"9511",1034,12.1,160,NA,NA,1,672,4,0,221
"9562",7662,13,159,NA,NA,1,672,4,0,228
"9246",4271,14.4,158,NA,NA,1,617,3,0,224
"9136",2569,14,155,NA,NA,1,617,3,0,224
"9543",6470,11.8,158,NA,NA,1,672,4,0,228
"10275",6348,13.4,161,NA,NA,1,649,4,0,226
"10247",4953,13.1,157,NA,NA,1,649,4,0,222
"9232",10223,12.2,162,NA,NA,1,617,2,0,224
"9482",6407,11.8,160,NA,NA,1,672,3,0,221
"9274",10553,13.4,160,NA,NA,1,617,2,0,224
"9214",3645,12.2,161,NA,NA,1,617,2,0,229
"9465",2707,12,156,NA,NA,1,672,3,0,228
"9264",8174,11.8,154,NA,NA,1,617,2,0,223
"10301",14284,12.3,148,NA,NA,1,649,4,0,222
"9462",3828,10.4,150,NA,NA,1,672,3,0,221
"10278",13429,13.3,155,NA,NA,1,649,4,0,222
"9493",5398,11.7,158,NA,NA,1,672,2,0,228
"9501",6266,10.1,152,NA,NA,1,672,2,0,221
"10336",3639,11,157,NA,NA,1,649,3,0,222
"10267",4537,11.3,153,NA,NA,1,649,2,0,222
"4066",1552,9.5,138,NA,NA,1,457,11,1,236
"3917",5617,13,NA,NA,NA,1,331,8,1,231
"3493",11809,11.1,NA,NA,NA,1,509,6,1,229
"3494",9446,11.7,NA,NA,NA,1,509,6,1,229
"3919",12054,11.8,NA,NA,NA,1,331,7,1,231
"4190",6249,11.4,151,NA,NA,1,457,8,1,238
"4544",10275,13.2,158,NA,NA,1,414,11,1,227
"4937",6178,10.1,145,NA,NA,1,443,13,1,224
"4938",4985,10.6,143,NA,NA,1,443,13,1,224
"4086",9203,15.2,162,NA,NA,1,457,6,1,236
"4063",3460,13.2,159,NA,NA,1,457,6,1,236
"3888",9384,13,NA,NA,NA,1,331,4,1,231
"3930",9125,11.3,NA,NA,NA,1,331,4,1,231
"3931",9413,10.8,NA,NA,NA,1,331,4,1,232
"3903",5984,13,NA,NA,NA,1,331,4,1,231
"4124",10572,12.2,158,NA,NA,1,457,5,1,238
"4314",2943,11.4,161,NA,NA,1,211,6,1,227
"4585",5723,11.4,156,NA,NA,1,414,8,1,232
"4400",8265,13.2,156,NA,NA,1,290,7,1,238
"4788",12182,11.1,154,NA,NA,1,321,8,1,225
"4923",3760,11.8,154,NA,NA,1,443,9,1,224
"3756",190,7.9,NA,NA,NA,1,211,2,1,233
"4749",6362,13.8,159,NA,NA,1,321,8,1,224
"5026",11368,10.6,159,NA,NA,1,443,9,1,224
"5030",10431,11.4,150,NA,NA,1,443,8,1,224
"5195",3891,10,143,NA,NA,1,435,8,1,228
"4803",13544,13.6,156,NA,NA,1,321,6,1,225
"5775",10530,10.2,149,NA,NA,1,542,10,1,223
"4594",579,11.4,149,NA,NA,1,414,4,1,228
"4607",12701,12.2,158,NA,NA,1,414,4,1,232
"4560",1341,11.7,146,NA,NA,1,414,4,1,232
"4561",8152,10.6,140,NA,NA,1,414,4,1,232
"4484",471,12.1,158,NA,NA,1,290,3,1,226
"4597",9566,14.2,161,NA,NA,1,414,4,1,228
"5585",4938,12.8,170,NA,NA,1,575,7,1,227
"5567",3707,8.8,163,NA,NA,1,575,7,1,227
"4980",2031,10,152,NA,NA,1,443,4,1,224
"5350",8248,11.2,152,NA,NA,1,357,5,1,229
"6081",5938,10.5,145,NA,NA,1,591,8,1,226
"4963",1695,12.9,163,NA,NA,1,443,3,1,224
"5174",12128,12.5,161,NA,NA,1,435,4,1,230
"5777",4791,11.7,157,NA,NA,1,542,7,1,227
"6026",6097,9.1,147,NA,NA,1,591,8,1,223
"5887",4519,8.4,140,NA,NA,1,542,7,1,223
"5821",885,6.8,133,NA,NA,1,542,7,1,223
"4984",1574,10.6,141,NA,NA,1,443,3,1,228
"5165",12782,11.8,148,NA,NA,1,435,4,1,232
"5378",3675,9.2,147,NA,NA,1,357,4,1,227
"6002",9951,8.8,143,NA,NA,1,591,7,1,223
"5649",12606,9.9,155,NA,NA,1,575,4,1,227
"5518",8321,9.3,149,NA,NA,1,575,4,1,228
"6024",7351,6.1,134,NA,NA,1,591,6,1,223
"5849",10629,8.5,148,NA,NA,1,542,5,1,223
"5850",1711,8.6,142,NA,NA,1,542,5,1,223
"6513",4642,12,158,NA,NA,1,461,8,1,220
"7618",4338,10.55,144,NA,NA,1,494,10,1,227
"6495",3147,10.4,147,NA,NA,1,461,7,1,220
"7923",10914,8,143,NA,NA,1,671,11,1,224
"6717",13450,9.8,147,NA,NA,1,651,8,1,221
